job_title,experience_level,employment_type,company_size,company_location,remote_ratio,salary_currency,years_experience,base_salary,bonus,stock_options,total_salary,salary_in_usd,currency,conversion_rate,adjusted_total_usd
Data Scientist,Lead,Contract,Large,UK,0,EUR,19,132436.79357900308,242,4323,137001.79357900308,150701.9729369034,CAD,0.75,102751.3451842523
Research Scientist,Senior,Intern,Small,USA,100,EUR,1,90136.0804891622,6837,22574,119547.0804891622,1315017.8853807845,CAD,0.75,89660.31036687165
ML Engineer,Mid,Full-time,Medium,USA,100,EUR,11,57035.7437681017,8952,29361,95348.7437681017,104883.61814491187,CAD,0.75,71511.55782607628
Software Engineer,Lead,Contract,Large,USA,50,INR,1,108320.22175588804,7329,3661,119310.22175588804,1431.7226610706566,EUR,1.1,131241.24393147684
DevOps Engineer,Junior,,Small,India,50,USD,20,32114.999971186448,9763,7138,49015.99997118645,49015.99997118645,INR,0.012,588.1919996542374
Data Analyst,Mid,Intern,Large,India,50,GBP,0,80055.92533620594,9006,7367,96428.92533620594,125357.60293706771,INR,0.012,1157.147104034471
Software Engineer,,,Small,India,0,CAD,2,2299988.1290004,481,11014,153948.86657970678,115461.64993478009,EUR,1.1,2542631.44190044
Research Scientist,Lead,Part-time,Small,Germany,100,USD,1,124327.42328824013,1694,1105,127126.42328824013,127126.42328824013,GBP,1.3,165264.35027471217
Research Scientist,Lead,Full-time,Large,USA,0,CAD,19,123733.82558091612,7026,23416,154175.8255809161,115631.8691856871,EUR,1.1,169593.40813900775
Data Scientist,Lead,Full-time,Small,Germany,100,USD,4,148469.9612093515,3053,14182,165704.9612093515,165704.9612093515,EUR,1.1,182275.45733028665
Data Analyst,Junior,Part-time,Medium,India,50,GBP,3,39202.58571419279,676,28603,68481.5857141928,89026.06142845064,USD,1.0,68481.5857141928
Software Engineer,Junior,Part-time,Large,Canada,0,EUR,16,38179.20504373687,345,28973,67497.20504373687,74246.92554811056,USD,1.0,67497.20504373687
Software Engineer,Lead,Full-time,Medium,UK,0,CAD,18,136835.75242649188,4511,3951,145297.75242649188,108973.3143198689,GBP,1.3,188887.07815443943
Data Scientist,Lead,Contract,Small,Canada,100,GBP,10,131182.03916534618,7193,27353,165728.03916534618,215446.45091495005,INR,0.012,1988.7364699841544
Data Analyst,,,Medium,Germany,0,CAD,12,44075.09303059885,1787,26105,71967.09303059884,539753.1977294914,CAD,0.75,53975.31977294914
ML Engineer,Junior,Part-time,Small,USA,50,EUR,1,43186.65288245108,4972,584,48742.65288245108,53616.91817069619,INR,0.012,584.911834589413
Research Scientist,Junior,Contract,Small,UK,0,INR,13,44804.96613317955,7450,7881,60135.96613317955,721.6315935981546,GBP,1.3,78176.75597313342
ML Engineer,Lead,Part-time,Small,Remote,100,CAD,11,134627.6144601838,9951,17787,162365.6144601838,121774.21084513786,EUR,1.1,178602.1759062022
Software Engineer,Junior,Intern,Small,Remote,0,INR,7,34457.2703177056,603,205,35265.2703177056,423.1832438124672,GBP,1.3,45844.85141301728
ML Engineer,Senior,Part-time,Large,Remote,100,INR,5,108480.28380424852,7090,26570,142140.2838042485,1705.683405650982,EUR,1.1,156354.31218467338
DevOps Engineer,,,Large,Remote,100,GBP,15,1314278.9308573713,6202,27590,163622.5321744276,212709.29182675583,EUR,1.1,1482878.0239431085
Software Engineer,Lead,Intern,Large,India,0,CAD,11,119069.12124821528,5373,10530,134972.1212482153,101229.09093616146,EUR,1.1,148469.3333730368
Research Scientist,Mid,Full-time,Small,Germany,0,EUR,3,91174.15285221644,1975,1152,94301.15285221644,103731.26813743808,CAD,0.75,70725.86463916233
DevOps Engineer,Junior,Part-time,Small,Canada,0,INR,15,57022.17525431505,379,20694,78095.17525431505,937.1421030517806,USD,1.0,78095.17525431505
Research Scientist,Junior,Full-time,Large,Canada,0,GBP,10,32435.94030286646,7639,28170,68244.94030286645,88718.42239372639,EUR,1.1,75069.4343331531
Data Scientist,Lead,Contract,Small,Canada,50,USD,13,123707.62679071855,4175,25266,153148.62679071855,153148.62679071855,CAD,0.75,114861.47009303892
Software Engineer,Senior,Contract,Small,UK,0,USD,3,95565.70760714928,2542,26463,124570.70760714928,124570.70760714928,CAD,0.75,93428.03070536196
Data Scientist,Junior,Contract,Medium,USA,100,USD,14,49053.39972884081,3999,8299,61351.39972884081,61351.39972884081,INR,0.012,736.2167967460898
ML Engineer,Lead,Full-time,Large,Canada,50,EUR,19,109759.03711241596,8070,4117,121946.03711241596,134140.64082365757,USD,1.0,121946.03711241596
DevOps Engineer,,,Small,Canada,50,USD,16,2957127.594429085,342,25202,161849.60609715598,161849.60609715598,EUR,1.1,3280938.753871994
DevOps Engineer,Mid,Full-time,Large,USA,0,GBP,16,81921.18577046618,3503,25115,110539.18577046618,143700.94150160605,CAD,0.75,82904.38932784964
Data Analyst,Mid,Full-time,Medium,Canada,50,USD,11,62170.86454046873,520,7401,70091.86454046873,70091.86454046873,EUR,1.1,77101.05099451561
Data Scientist,Lead,Contract,Medium,Remote,100,INR,14,133572.1549639035,8309,20366,162247.1549639035,1946.965859566842,CAD,0.75,121685.36622292764
ML Engineer,Lead,Intern,Large,Remote,0,EUR,11,136341.71828119626,5077,12441,153859.71828119626,169245.69010931588,CAD,0.75,115394.7887108972
Software Engineer,,,Medium,Germany,0,EUR,7,86409.49987917872,4327,13453,104189.49987917872,114608.4498670966,EUR,1.1,114608.4498670966
Data Scientist,Senior,Full-time,Medium,Canada,50,INR,1,97718.86425279024,797,6610,105125.86425279024,1261.510371033483,EUR,1.1,115638.45067806928
ML Engineer,,,Small,UK,100,USD,17,109850.38635440556,1225,12970,124045.38635440556,124045.38635440556,CAD,0.75,93034.03976580418
ML Engineer,Mid,Full-time,Medium,Canada,50,USD,9,68250.6933498613,1519,18820,88589.6933498613,88589.6933498613,EUR,1.1,97448.66268484744
Software Engineer,Junior,Intern,Small,UK,100,GBP,8,31832.93872875301,8337,19638,59807.93872875301,77750.32034737892,INR,0.012,717.6952647450362
Software Engineer,Senior,Intern,Large,India,50,CAD,0,100485.02012882088,9866,21537,131888.0201288209,98916.01509661568,EUR,1.1,145076.822141703
Research Scientist,,,Medium,Germany,100,INR,6,90916.4750813052,9947,241,101104.4750813052,1213.2537009756625,EUR,1.1,111214.92258943572
ML Engineer,Lead,Full-time,Large,USA,100,GBP,10,124688.42925796202,1017,27871,153576.42925796204,199649.35803535063,CAD,0.75,115182.32194347151
DevOps Engineer,Lead,Contract,Medium,Remote,0,GBP,13,131417.7461396034,8048,25269,164734.7461396034,214155.16998148445,CAD,0.75,123551.05960470256
Research Scientist,Mid,Contract,Large,USA,0,USD,15,68754.3147723945,8471,8405,85630.3147723945,85630.3147723945,GBP,1.3,111319.40920411286
Data Analyst,Senior,,Large,Canada,100,GBP,16,95806.62463373966,2603,13085,111494.62463373966,144943.01202386155,USD,1.0,111494.62463373966
Data Analyst,,,Large,India,0,GBP,20,48003.89812707919,619,13549,62171.89812707919,808234.6756520295,CAD,0.75,46628.9235953094
Data Scientist,Junior,Part-time,Small,Remote,100,EUR,20,42358.27594310918,47,23154,65559.27594310918,72115.20353742011,INR,0.012,786.7113113173102
ML Engineer,Mid,Intern,Small,Remote,0,EUR,15,74255.89219188073,481,21964,96700.89219188072,106370.98141106882,EUR,1.1,106370.98141106882
ML Engineer,Junior,Intern,Small,USA,0,CAD,1,40644.3233307304,8713,17188,66545.3233307304,49908.9924980478,USD,1.0,66545.3233307304
Data Scientist,Mid,Contract,Medium,UK,100,EUR,3,75733.4041067836,3944,663,80340.4041067836,88374.44451746196,EUR,1.1,88374.44451746196
Research Scientist,Lead,Contract,Medium,USA,0,GBP,16,140908.99588405289,2668,13157,156733.99588405289,203754.1946492688,GBP,1.3,203754.1946492688
Data Scientist,Senior,Intern,Large,India,50,GBP,17,102317.97722178996,672,19307,122296.97722178996,158986.07038832697,INR,0.012,1467.5637266614794
Data Scientist,Mid,Intern,Large,UK,0,USD,19,76671.1612504632,2414,9742,88827.1612504632,88827.1612504632,USD,1.0,88827.1612504632
Research Scientist,Mid,Intern,Small,Canada,50,EUR,16,62203.48729800189,2771,10611,75585.48729800188,83144.03602780208,CAD,0.75,56689.11547350141
Software Engineer,Mid,Intern,Large,USA,0,CAD,14,89730.97794647535,943,26311,116984.97794647537,87738.7334598565,INR,0.012,1403.8197353577043
Data Scientist,Lead,Part-time,Medium,Canada,50,GBP,17,117785.04856718822,5359,29731,152875.0485671882,198737.56313734467,USD,1.0,152875.0485671882
Data Scientist,Mid,Intern,Medium,India,100,GBP,8,58727.058227710775,2166,8688,69581.05822771078,90455.375696024,GBP,1.3,90455.375696024
Research Scientist,Mid,Part-time,Large,Canada,50,INR,9,74883.6258488982,5492,2556,82931.6258488982,995.1795101867784,CAD,0.75,62198.71938667365
Data Analyst,,,Medium,UK,100,CAD,12,36077.71579090528,655,11199,47931.71579090528,35948.786843178954,EUR,1.1,52724.887369995806
Research Scientist,Lead,,Medium,UK,100,GBP,4,123551.8580856362,4383,26478,154412.85808563622,200736.7155113271,CAD,0.75,115809.64356422715
Research Scientist,Junior,Part-time,Small,Canada,50,CAD,15,33209.48031042834,6727,29436,69372.48031042833,52029.36023282125,INR,0.012,832.4697637251401
ML Engineer,Lead,Contract,Large,India,100,INR,6,123998.63934890254,9511,25370,158879.63934890254,1906.5556721868304,USD,1.0,158879.63934890254
ML Engineer,,,Small,Germany,0,USD,11,129691.46596334544,8014,19155,156860.46596334543,156860.46596334543,EUR,1.1,172546.51255967998
Research Scientist,Lead,Full-time,Large,UK,50,GBP,11,127057.7588484858,1921,13362,142340.75884848583,1850429.865030316,USD,1.0,142340.7588484858
Software Engineer,,,Small,India,100,USD,11,130620.12735067554,2837,24318,157775.12735067552,157775.12735067552,INR,0.012,1893.3015282081064
Data Analyst,Mid,Full-time,Small,India,50,EUR,13,77119.62200569555,7422,6714,91255.62200569556,100381.18420626513,GBP,1.3,118632.30860740422
Research Scientist,Mid,Full-time,Small,USA,50,CAD,0,66101.28221044313,4788,23394,94283.28221044313,70712.46165783235,EUR,1.1,103711.61043148744
ML Engineer,Senior,Contract,Large,UK,100,INR,9,123859.0373120891,7364,6944,138167.03731208912,1658.0044477450697,EUR,1.1,151983.74104329804
DevOps Engineer,,,Medium,India,50,GBP,15,985709.1981430284,6992,4290,139256.8268533199,181033.87490931587,INR,0.012,11963.894377716342
Data Scientist,Senior,Intern,Large,Germany,0,USD,1,95888.12416950594,2959,2123,100970.12416950594,100970.12416950594,EUR,1.1,111067.13658645656
DevOps Engineer,Junior,Intern,Medium,India,100,CAD,14,33967.02316453509,8298,13423,55688.02316453509,41766.01737340132,CAD,0.75,41766.01737340132
Data Scientist,,,Small,UK,0,INR,14,88328.48518954315,5678,28544,122550.48518954316,1470.6058222745178,EUR,1.1,134805.53370849747
Data Analyst,Lead,Full-time,Small,Canada,50,INR,3,117676.1102098134,7563,26040,151279.1102098134,1815.3493225177608,USD,1.0,151279.1102098134
Software Engineer,Mid,Contract,Small,Germany,0,GBP,17,63905.80099693178,2990,5658,72553.80099693178,94319.94129601133,GBP,1.3,94319.94129601133
ML Engineer,Mid,Full-time,Large,USA,100,INR,18,62949.608358803365,8308,21563,92820.60835880337,1113.8473003056404,EUR,1.1,102102.66919468372
Data Scientist,Mid,Part-time,Small,Canada,50,INR,9,79689.8714278507,7396,16571,103656.8714278507,1243.8824571342084,CAD,0.75,77742.65357088803
Data Scientist,Junior,Full-time,Small,Remote,50,INR,14,41597.72952319833,6411,12908,60916.72952319833,731.00075427838,USD,1.0,60916.72952319833
Data Analyst,,,Small,India,100,GBP,17,87022.10289321313,9079,10049,106150.10289321312,137995.13376117707,CAD,0.75,79612.57716990984
Software Engineer,Senior,Intern,Small,UK,50,CAD,13,100070.81258371045,5224,21405,126699.81258371045,95024.85943778284,USD,1.0,126699.81258371045
Data Analyst,,,Small,Germany,100,GBP,7,1478563.7972145427,5,9466,39928.08308335136,51906.50800835677,CAD,0.75,1116026.0979109071
Research Scientist,Junior,Intern,Large,UK,0,EUR,11,32115.81406913061,408,1752,34275.81406913062,377033.9547604368,CAD,0.75,25706.860551847964
Data Scientist,Senior,Part-time,Large,India,100,EUR,6,120770.6753913016,8890,25204,154864.67539130157,170351.14293043173,EUR,1.1,170351.1429304318
Software Engineer,Senior,Full-time,Large,Germany,100,CAD,7,84627.16199100993,7599,17837,110063.16199100993,82547.37149325744,EUR,1.1,121069.47819011092
Data Analyst,Mid,Part-time,Large,Canada,100,INR,14,84123.59355730409,5179,9888,99190.59355730408,1190.2871226876491,USD,1.0,99190.59355730408
Data Scientist,Senior,Intern,Large,USA,50,INR,6,120335.48316236444,5825,26772,152932.48316236443,1835.189797948373,INR,0.012,1835.1897979483736
Research Scientist,Mid,Contract,Large,Germany,50,EUR,0,59290.75513688274,980,6129,66399.75513688274,73039.73065057101,GBP,1.3,86319.68167794756
Research Scientist,Mid,Contract,Large,Remote,0,CAD,13,69223.37291919973,4796,8960,82979.37291919973,62234.5296893998,CAD,0.75,62234.5296893998
ML Engineer,Lead,Part-time,Small,Germany,0,USD,10,126697.6807582343,1115,14069,141881.6807582343,141881.6807582343,USD,1.0,141881.6807582343
Research Scientist,Lead,Intern,Small,Germany,50,GBP,3,117935.27487406216,1985,18275,138195.27487406216,179653.8573362808,CAD,0.75,103646.45615554662
Data Analyst,,,Medium,India,50,EUR,13,43664.902563495205,865,28616,73145.90256349521,80460.49281984475,USD,1.0,73145.90256349521
Data Scientist,Senior,Full-time,Small,USA,0,USD,18,94491.74362703347,8203,7506,110200.74362703347,110200.74362703347,CAD,0.75,82650.5577202751
Research Scientist,Senior,Intern,Small,Germany,100,CAD,10,107300.54006887556,7915,22582,137797.54006887553,103348.15505165663,USD,1.0,137797.54006887556
ML Engineer,,,Medium,Canada,0,INR,8,112916.68773907192,3528,6957,123401.68773907192,1480.820252868863,CAD,0.75,92551.26580430394
Data Scientist,Senior,Full-time,Medium,Germany,50,USD,14,92831.35088121732,251,5034,98116.35088121732,98116.35088121732,USD,1.0,98116.35088121732
Data Scientist,,,Medium,USA,50,CAD,11,142767.53841623254,2620,29479,174866.53841623254,131149.9038121744,EUR,1.1,192353.19225785584
ML Engineer,Junior,Intern,Large,UK,50,INR,18,49875.11635880223,2774,26604,79253.11635880223,951.0373963056268,GBP,1.3,103029.05126644293
Data Analyst,,,Large,UK,50,EUR,4,2792842.728071914,681,3308,107574.81831585136,118332.30014743652,GBP,1.3,3635881.246493489
ML Engineer,Junior,,Large,Germany,50,CAD,16,45358.99480891159,874,23202,69434.99480891158,52076.24610668368,USD,1.0,69434.9948089116
Research Scientist,,,Small,Canada,0,INR,11,2299988.1290004,1261,29486,146448.52672043382,1757.382320645206,CAD,0.75,1748051.3467503
DevOps Engineer,Senior,Part-time,Medium,USA,50,USD,20,125484.35319600692,8713,15588,149785.3531960069,149785.3531960069,CAD,0.75,112339.01489700518
Data Scientist,Junior,Contract,Large,Remote,0,EUR,3,29373.67072025889,7322,29336,66031.6707202589,72634.8377922848,INR,0.012,792.3800486431066
Data Analyst,Senior,,Large,UK,50,CAD,18,94780.2809641302,9304,13239,117323.2809641302,87992.46072309764,USD,1.0,117323.2809641302
Data Scientist,Mid,Intern,Small,Canada,0,USD,7,78535.61995515035,8425,14709,101669.61995515037,101669.61995515037,USD,1.0,101669.61995515037
Data Analyst,Lead,Part-time,Large,Canada,100,INR,4,138906.05074022117,2006,1017,141929.05074022117,1703.148608882654,GBP,1.3,184507.76596228752
Data Scientist,Senior,Intern,Small,Remote,0,CAD,16,123503.65958970276,107,6549,130159.65958970276,97619.74469227708,INR,0.012,1561.915915076433
Software Engineer,Mid,Part-time,Small,USA,50,EUR,4,69069.61906284143,4806,22280,96155.61906284143,105771.1809691256,GBP,1.3,125002.30478169386
Research Scientist,Mid,Part-time,Large,Germany,0,USD,2,65600.4018912479,4329,22939,92868.4018912479,92868.4018912479,USD,1.0,92868.4018912479
DevOps Engineer,Lead,Intern,Small,USA,100,CAD,9,137194.01359725665,7217,7153,151564.01359725665,113673.0101979425,INR,0.012,1818.76816316708
ML Engineer,Lead,Intern,Medium,USA,50,EUR,12,128428.34589255023,2178,25155,155761.34589255025,171337.48048180528,EUR,1.1,171337.48048180528
Research Scientist,Lead,Intern,Large,Remote,100,EUR,20,123903.52487717535,3385,29335,156623.52487717534,172285.8773648929,GBP,1.3,203610.58234032796
DevOps Engineer,Senior,Full-time,Medium,Remote,0,EUR,2,111296.38428043653,7989,13664,132949.3842804365,146244.32270848015,GBP,1.3,172834.1995645675
Data Analyst,Junior,Intern,Large,Remote,100,USD,15,38434.37518709378,6956,8732,54122.37518709378,54122.37518709378,GBP,1.3,70359.08774322191
ML Engineer,Junior,Contract,Large,Remote,0,USD,1,36790.01453816147,5121,27788,69699.01453816147,69699.01453816147,EUR,1.1,76668.91599197763
DevOps Engineer,Lead,Intern,Large,Germany,50,EUR,2,116560.2715322752,2728,20689,139977.2715322752,153974.9986855027,CAD,0.75,104982.9536492064
DevOps Engineer,Senior,Contract,Large,Canada,50,CAD,3,90752.98053031208,611,5920,97283.98053031208,72962.98539773407,INR,0.012,1167.407766363745
Data Scientist,Junior,Part-time,Large,Remote,100,USD,2,34530.42884192547,1537,13560,49627.42884192547,49627.42884192547,GBP,1.3,64515.65749450312
Research Scientist,Junior,Intern,Small,Remote,100,EUR,20,58227.19573623855,6620,14645,79492.19573623856,87441.41530986242,INR,0.012,953.9063488348628
Software Engineer,,,Medium,India,0,CAD,1,2299988.1290004,3427,1940,147083.4819447226,110312.61145854194,INR,0.012,27664.2615480048
ML Engineer,Senior,Part-time,Large,UK,0,CAD,18,84900.9546392814,9023,29592,123515.9546392814,92636.96597946103,USD,1.0,123515.9546392814
ML Engineer,,,Large,UK,0,EUR,7,128434.16378317964,6245,15092,149771.16378317965,164748.28016149762,USD,1.0,149771.16378317965
Data Analyst,Junior,Contract,Medium,Canada,100,USD,14,32824.623022646025,5386,8421,46631.623022646025,46631.623022646025,EUR,1.1,51294.78532491064
Software Engineer,Senior,Full-time,Small,India,0,GBP,5,105946.85629976697,8054,4837,118837.85629976697,154489.21318969704,GBP,1.3,154489.21318969707
DevOps Engineer,Senior,Part-time,Large,Canada,0,EUR,1,98952.76082829508,2318,15134,116404.76082829508,128045.2369111246,CAD,0.75,87303.57062122131
DevOps Engineer,,,Small,Germany,100,USD,15,123620.49832451268,2536,4050,130206.49832451268,130206.49832451268,EUR,1.1,143227.14815696396
DevOps Engineer,Senior,Part-time,Medium,Canada,50,INR,6,98207.55283890836,4587,22515,125309.55283890836,1503.7146340669003,CAD,0.75,93982.16462918126
DevOps Engineer,Mid,Part-time,Small,USA,0,EUR,11,59787.65881738998,1162,21646,82595.65881738998,90855.224699129,USD,1.0,82595.65881738998
Research Scientist,Lead,Full-time,Medium,Canada,50,GBP,14,138387.0840183517,947,23633,162967.0840183517,211857.20922385724,INR,0.012,1955.6050082202205
Data Analyst,Junior,Full-time,Medium,India,50,GBP,12,47573.466561312016,6130,4053,57756.466561312016,75083.40652970562,EUR,1.1,63532.11321744322
DevOps Engineer,Lead,Part-time,Medium,Germany,50,CAD,20,112183.7795640256,190,10118,122491.7795640256,91868.8346730192,USD,1.0,122491.7795640256
Data Scientist,Lead,Full-time,Large,UK,100,GBP,5,139177.57339518573,117,14794,154088.57339518573,200315.14541374144,INR,0.012,1849.0628807422288
DevOps Engineer,Junior,Full-time,Medium,India,100,CAD,16,25782.909031940104,3384,28533,57699.9090319401,43274.93177395508,EUR,1.1,63469.89993513412
Data Scientist,,,Medium,Canada,100,INR,9,821424.3317858571,7761,23761,71941.54608175834,863.2985529811001,CAD,0.75,639709.7488393928
DevOps Engineer,Senior,Intern,Small,Canada,50,EUR,4,105890.74859911976,2097,15590,123577.74859911976,135935.52345903174,EUR,1.1,135935.52345903174
ML Engineer,Lead,Contract,Large,Remote,0,GBP,17,131834.9723271642,5493,12705,150032.9723271642,195042.8640253135,INR,0.012,1800.3956679259704
Research Scientist,Lead,Contract,Medium,UK,100,USD,7,130723.54003833726,4484,18380,153587.54003833726,153587.54003833726,INR,0.012,1843.050480460047
Software Engineer,,,Large,UK,50,CAD,14,1971418.3962860568,1738,19449,52902.61779761592,39676.96334821194,USD,1.0,1992605.3962860568
Data Analyst,Senior,Part-time,Small,India,0,EUR,5,104931.39455681952,6831,29939,141701.39455681952,155871.53401250148,EUR,1.1,155871.53401250148
Research Scientist,Senior,,Small,India,0,EUR,15,97132.8595307217,571,3899,101602.8595307217,111763.14548379388,USD,1.0,101602.8595307217
Research Scientist,Lead,Contract,Medium,USA,100,EUR,19,126182.83393279044,8522,6739,141443.83393279044,155588.21732606948,USD,1.0,141443.83393279044
Data Analyst,Senior,Full-time,Large,USA,50,USD,2,104779.2958123,5496,6899,117174.2958123,117174.2958123,EUR,1.1,128891.72539353
Data Analyst,Mid,Intern,Large,India,100,CAD,14,82407.17836615012,9595,8605,100607.17836615012,75455.3837746126,CAD,0.75,75455.3837746126
ML Engineer,Senior,Part-time,Small,India,0,CAD,9,102708.35623951572,2682,476,105866.35623951572,79399.7671796368,INR,0.012,1270.3962748741887
DevOps Engineer,Junior,Contract,Small,UK,100,EUR,12,32448.53125038729,2704,10588,45740.531250387285,50314.58437542602,EUR,1.1,50314.58437542602
ML Engineer,Mid,Contract,Large,Germany,0,INR,14,57593.92329679702,7670,235,65498.92329679702,785.9870795615642,CAD,0.75,49124.19247259776
Data Analyst,Senior,Full-time,Small,Canada,0,CAD,20,86443.43258182696,826,3057,90326.43258182696,67744.82443637023,INR,0.012,1083.9171909819236
Research Scientist,Lead,Contract,Small,Remote,50,CAD,12,130835.7006399101,8693,29247,168775.7006399101,126581.77547993258,EUR,1.1,185653.27070390116
DevOps Engineer,Mid,Contract,Small,Germany,50,INR,20,75719.05127277208,4193,21652,101564.05127277208,1218.768615273265,USD,1.0,101564.05127277208
Data Analyst,Junior,Intern,Small,Germany,0,USD,17,43203.73165899464,2394,26316,71913.73165899463,71913.73165899463,CAD,0.75,53935.29874424599
Data Analyst,,,Medium,USA,0,USD,5,2299988.1290004,3380,17209,72903.00005619192,72903.00005619192,INR,0.012,27846.9255480048
Data Scientist,Senior,Full-time,Medium,Canada,0,EUR,11,93130.07636500151,1560,5746,100436.07636500151,110479.6840015017,EUR,1.1,110479.68400150168
Research Scientist,Junior,Contract,Small,USA,50,EUR,11,43694.92545356585,6852,18139,68685.92545356584,75554.51799892243,USD,1.0,68685.92545356584
Research Scientist,Lead,Full-time,Small,Germany,0,USD,6,122038.17276057196,8303,16204,146545.17276057194,146545.17276057194,USD,1.0,146545.17276057196
ML Engineer,Mid,Part-time,Medium,USA,0,USD,18,78525.94679287919,3020,6727,88272.94679287919,88272.94679287919,CAD,0.75,66204.71009465939
DevOps Engineer,Mid,Full-time,Medium,Remote,50,GBP,7,77300.13239057432,110,6358,83768.13239057432,108898.57210774662,CAD,0.75,62826.09929293074
DevOps Engineer,Senior,Full-time,Small,Remote,0,GBP,0,96137.32781649537,1632,23725,121494.32781649537,157942.62616144397,EUR,1.1,133643.7605981449
Software Engineer,Junior,Contract,Small,UK,50,EUR,19,39545.94730752828,171,22003,61719.94730752828,67891.94203828111,CAD,0.75,46289.96048064621
Research Scientist,Lead,Part-time,Medium,Canada,50,EUR,5,120017.23290273215,9554,8542,138113.23290273215,151924.55619300538,GBP,1.3,179547.2027735518
Data Scientist,Junior,Part-time,Large,Remote,0,CAD,12,53149.3831279638,9962,4107,67218.3831279638,50413.78734597284,CAD,0.75,50413.78734597286
ML Engineer,Junior,Intern,Large,USA,100,GBP,17,43295.685112367486,4741,14283,62319.685112367486,81015.59064607773,INR,0.012,747.8362213484098
Data Scientist,,,Small,Germany,0,EUR,12,2628557.8617147426,304,11647,84977.95658722654,93475.7522459492,GBP,1.3,3432661.520229165
ML Engineer,Mid,Contract,Small,Germany,50,GBP,19,73419.34202437343,9915,6445,89779.34202437343,116713.14463168546,EUR,1.1,98757.27622681078
Data Analyst,Junior,Intern,Small,Canada,50,CAD,1,40106.15141105443,942,23251,64299.15141105443,48224.363558290825,GBP,1.3,83588.89683437077
Data Scientist,Senior,Full-time,Small,UK,50,INR,10,96791.23567098496,3594,5113,105498.23567098496,1265.9788280518194,GBP,1.3,137147.70637228046
ML Engineer,Mid,Full-time,Small,India,100,INR,19,60853.239154252726,6741,8310,75904.23915425272,910.8508698510326,USD,1.0,75904.23915425272
Research Scientist,,,Large,India,50,CAD,0,34065.725808668125,2333,23593,59991.725808668125,44993.79435650109,GBP,1.3,77989.24355126856
Data Analyst,,,Medium,Remote,100,CAD,16,92557.23956222636,3095,1360,97012.23956222636,72759.17967166979,GBP,1.3,126115.91143089428
ML Engineer,Lead,Part-time,Small,Remote,0,CAD,4,115768.97560751,8854,11637,136259.97560751002,102194.98170563253,CAD,0.75,102194.98170563253
Research Scientist,,,Small,UK,0,USD,18,2299988.1290004,3822,22741,161505.64619784974,161505.64619784974,EUR,1.1,2559206.24190044
Research Scientist,Junior,Part-time,Medium,India,100,INR,9,43023.57119968725,3374,14785,61182.57119968725,734.190854396247,GBP,1.3,79537.34255959342
DevOps Engineer,Senior,Intern,Small,Canada,50,EUR,4,105890.74859911976,2097,15590,123577.74859911976,135935.52345903174,INR,0.012,1482.9329831894372
Research Scientist,Senior,Intern,Medium,Remote,50,GBP,4,110314.4088659806,4333,784,115431.4088659806,150060.8315257748,USD,1.0,115431.4088659806
DevOps Engineer,Junior,Part-time,Large,Canada,0,EUR,2,36928.59067836267,6032,22839,65799.59067836267,72379.54974619894,CAD,0.75,49349.693008772
Research Scientist,Senior,Part-time,Medium,USA,50,CAD,11,122969.52839303116,7140,10707,140816.52839303116,105612.39629477337,GBP,1.3,183061.4869109405
Data Scientist,,,Large,Germany,50,EUR,10,134508.55458652994,5899,14092,154499.55458652994,169949.51004518295,GBP,1.3,200849.4209624889
Data Analyst,Mid,Full-time,Medium,UK,100,CAD,14,72172.16288905179,3319,1652,77143.16288905179,57857.372166788846,EUR,1.1,84857.47917795698
Software Engineer,Senior,Contract,Large,India,0,GBP,15,112869.2640882034,4909,29711,147489.2640882034,191736.0433146644,EUR,1.1,162238.19049702375
Data Analyst,Mid,Part-time,Medium,Canada,50,USD,13,63809.4588015012,5040,2407,71256.4588015012,71256.4588015012,CAD,0.75,53442.3441011259
DevOps Engineer,Senior,Intern,Large,India,100,GBP,0,86228.2599677582,7382,1846,95456.2599677582,124093.13795808567,USD,1.0,95456.2599677582
ML Engineer,Mid,Part-time,Large,Germany,0,GBP,6,68659.88004294687,5416,12005,86080.88004294687,111905.14405583093,EUR,1.1,94688.96804724156
ML Engineer,,,Small,UK,100,CAD,13,47748.177654250816,6684,11979,66411.17765425082,49808.38324068811,EUR,1.1,73052.29541967591
Software Engineer,Mid,Intern,Small,Remote,0,EUR,11,67839.25229158647,444,13715,81998.25229158647,90198.07752074512,USD,1.0,81998.25229158647
Software Engineer,Lead,Full-time,Small,Germany,50,INR,11,117732.84562735424,4155,26426,148313.84562735425,1779.7661475282512,GBP,1.3,192807.9993155605
Data Scientist,Junior,Part-time,Small,India,0,CAD,12,49359.917872266895,4571,20304,74234.9178722669,55676.18840420018,USD,1.0,74234.9178722669
Research Scientist,Mid,Part-time,Medium,India,50,INR,10,72219.1694498658,705,10796,83720.1694498658,1004.6420333983896,CAD,0.75,62790.12708739935
Data Analyst,,,Large,Germany,0,GBP,5,1971418.3962860568,9651,23684,172538.49171228567,224300.03922597136,GBP,1.3,2606179.4151718738
Data Scientist,Senior,Contract,Large,Canada,0,CAD,15,100745.28976990472,8031,25272,134048.28976990472,100536.21732742856,GBP,1.3,174262.77670087613
ML Engineer,,,Large,Germany,50,EUR,3,985709.1981430284,8359,7526,149497.81643000015,164447.59807300018,CAD,0.75,751195.6486072713
